#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
0.527,1.4227,9.9593
0.52725,1.4227,9.9593
0.5275,1.4227,9.9593
0.52775,1.4227,9.96306
0.528,1.4227,9.96306
0.52825,1.4227,9.96306
0.5285,1.4227,9.96306
0.52875,1.4227,9.96306
0.529,1.4227,9.96306
0.52925,1.4227,9.96306
0.5295,1.4227,9.96306
0.52975,1.4227,9.96306
0.53,1.4227,9.96682
0.53025,1.4227,9.96682
0.5305,1.4227,9.96306
0.53075,1.4227,9.96682
0.531,1.4227,9.96682
0.53125,1.4227,9.96682
0.5315,1.4227,9.96682
0.53175,1.4227,9.96682
0.532,1.4227,9.96682
0.53225,1.4227,9.97057
0.5325,1.4227,9.96682
0.53275,1.4227,9.97057
0.533,1.4227,9.97057
0.53325,1.4227,9.97057
0.5335,1.4227,9.97057
0.53375,1.4227,9.97057
0.534,1.4227,9.97057
0.53425,1.4227,9.97057
0.5345,1.4227,9.97433
0.53475,1.4227,9.97433
0.535,1.4227,9.97433
0.53525,1.4227,9.97433
0.5355,1.4227,9.97433
0.53575,1.42236,9.97433
0.536,1.4227,9.97433
0.53625,1.4227,9.97433
0.5365,1.4227,9.97433
0.53675,1.4227,9.97433
0.537,1.4227,9.97433
0.53725,1.4227,9.97809
0.5375,1.4227,9.97809
0.53775,1.4227,9.97809
0.538,1.4227,9.97809
0.53825,1.4227,9.97809
0.5385,1.4227,9.97809
0.53875,1.4227,9.97809
0.539,1.4227,9.97809
0.53925,1.4227,9.97809
0.5395,1.4227,9.98184
0.53975,1.4227,9.98184
0.54,1.4227,9.98184
0.54025,1.4227,9.98184
0.5405,1.4227,9.98184
0.54075,1.4227,9.98184
0.541,1.4227,9.98184
0.54125,1.4227,9.98184
0.5415,1.4227,9.98184
0.54175,1.42304,9.9856
0.542,1.42304,9.9856
0.54225,1.4227,9.9856
0.5425,1.42304,9.9856
0.54275,1.4227,9.9856
0.543,1.42304,9.9856
0.54325,1.42304,9.9856
0.5435,1.4227,9.9856
0.54375,1.42304,9.9856
0.544,1.42304,9.9856
0.54425,1.4227,9.9856
0.5445,1.4227,9.9856
0.54475,1.4227,9.98936
0.545,1.4227,9.98936
0.54525,1.4227,9.98936
0.5455,1.42304,9.98936
0.54575,1.4227,9.98936
0.546,1.4227,9.98936
0.54625,1.4227,9.98936
0.5465,1.4227,9.98936
0.54675,1.42304,9.98936
0.547,1.42304,9.99311
0.54725,1.4227,9.99311
0.5475,1.42304,9.99311
0.54775,1.4227,9.99311
0.548,1.4227,9.99311
0.54825,1.4227,9.99311
0.5485,1.4227,9.99311
0.54875,1.42304,9.99311
0.549,1.4227,9.99311
0.54925,1.4227,9.99311
0.5495,1.4227,9.99311
0.54975,1.4227,9.99311
0.55,1.42304,9.99311
0.55025,1.4227,9.99311
0.5505,1.42304,9.99687
0.55075,1.42304,9.99687
0.551,1.42304,9.99687
0.55125,1.4227,9.99687
0.5515,1.4227,9.99687
0.55175,1.42304,10.0006
0.552,1.42304,10.0006
0.55225,1.42304,9.99687
0.5525,1.42304,10.0006
0.55275,1.4227,10.0006
0.553,1.42304,10.0006
0.55325,1.42304,10.0006
0.5535,1.4227,10.0006
0.55375,1.4227,10.0006
0.554,1.42304,10.0044
0.55425,1.42304,10.0006
0.5545,1.42304,10.0044
0.55475,1.42304,10.0044
0.555,1.4227,10.0044
0.55525,1.42304,10.0044
0.5555,1.42304,10.0044
0.55575,1.42304,10.0044
0.556,1.42304,10.0044
0.55625,1.42304,10.0044
0.5565,1.42304,10.0044
0.55675,1.4227,10.0044
0.557,1.4227,10.0044
0.55725,1.4227,10.0081
0.5575,1.42304,10.0081
0.55775,1.42304,10.0081
0.558,1.42304,10.0081
0.55825,1.42304,10.0081
0.5585,1.42304,10.0081
0.55875,1.42304,10.0081
0.559,1.4227,10.0081
0.55925,1.42304,10.0081
0.5595,1.42304,10.0119
0.55975,1.42304,10.0119
0.56,1.4227,10.0119
0.56025,1.4227,10.0081
0.5605,1.42304,10.0119
0.56075,1.42304,10.0119
0.561,1.4227,10.0119
0.56125,1.42304,10.0119
0.5615,1.42304,10.0119
0.56175,1.42304,10.0119
0.562,1.42304,10.0119
0.56225,1.42304,10.0157
0.5625,1.42304,10.0157
0.56275,1.4227,10.0157
0.563,1.42304,10.0157
0.56325,1.42304,10.0157
0.5635,1.42304,10.0157
0.56375,1.42304,10.0194
0.564,1.42304,10.0194
0.56425,1.42304,10.0194
0.5645,1.42304,10.0194
0.56475,1.42304,10.0194
0.565,1.42304,10.0194
0.56525,1.42304,10.0194
0.5655,1.42304,10.0194
0.56575,1.42304,10.0194
0.566,1.42304,10.0194
0.56625,1.42304,10.0194
0.5665,1.42304,10.0194
0.56675,1.42304,10.0194
0.567,1.42304,10.0232
0.56725,1.42304,10.0232
0.5675,1.42304,10.0232
0.56775,1.42304,10.0232
0.568,1.42304,10.0232
0.56825,1.42304,10.0232
0.5685,1.42304,10.0232
0.56875,1.42304,10.0232
0.569,1.42304,10.0269
0.56925,1.42304,10.0269
0.5695,1.42304,10.0269
0.56975,1.42304,10.0269
0.57,1.42304,10.0269
0.57025,1.42304,10.0269
0.5705,1.42304,10.0269
0.57075,1.42304,10.0269
0.571,1.42304,10.0269
0.57125,1.42304,10.0269
0.5715,1.42304,10.0307
0.57175,1.42304,10.0307
0.572,1.42304,10.0269
0.57225,1.42304,10.0307
0.5725,1.42304,10.0307
0.57275,1.42304,10.0307
0.573,1.42304,10.0307
0.57325,1.42304,10.0307
0.5735,1.42304,10.0307
0.57375,1.42304,10.0307
0.574,1.42304,10.0344
0.57425,1.42304,10.0344
0.5745,1.42304,10.0344
0.57475,1.42304,10.0344
0.575,1.42304,10.0344
0.57525,1.42304,10.0344
0.5755,1.42304,10.0344
0.57575,1.42304,10.0382
0.576,1.42304,10.0382
0.57625,1.42304,10.0382
0.5765,1.42304,10.0382
0.57675,1.42304,10.0382
0.577,1.42304,10.0382
0.57725,1.42304,10.0382
0.5775,1.42304,10.0382
0.57775,1.42304,10.0382
0.578,1.42304,10.0382
0.57825,1.42304,10.0382
0.5785,1.42304,10.0382
0.57875,1.42304,10.0419
0.579,1.42304,10.0419
0.57925,1.42304,10.0419
0.5795,1.42304,10.0419
0.57975,1.42304,10.0419
0.58,1.42304,10.0419
0.58025,1.42304,10.0419
0.5805,1.42304,10.0457
0.58075,1.42304,10.0457
0.581,1.42304,10.0457
0.58125,1.42304,10.0457
0.5815,1.42304,10.0457
0.58175,1.42304,10.0457
0.582,1.42304,10.0457
0.58225,1.42337,10.0457
0.5825,1.42304,10.0457
0.58275,1.42304,10.0495
0.583,1.42304,10.0457
0.58325,1.42304,10.0495
0.5835,1.42304,10.0495
0.58375,1.42304,10.0495
0.584,1.42304,10.0495
0.58425,1.42304,10.0495
0.5845,1.42304,10.0495
0.58475,1.42337,10.0495
0.585,1.42304,10.0495
0.58525,1.42304,10.0495
0.5855,1.42337,10.0532
0.58575,1.42304,10.0495
0.586,1.42304,10.0495
0.58625,1.42304,10.0532
0.5865,1.42304,10.0495
0.58675,1.42304,10.0532
0.587,1.42337,10.0532
0.58725,1.42304,10.0532
0.5875,1.42304,10.0532
0.58775,1.42304,10.0532
0.588,1.42304,10.0532
0.58825,1.42304,10.0532
0.5885,1.42304,10.0532
0.58875,1.42304,10.057
0.589,1.42304,10.057
0.58925,1.42304,10.057
0.5895,1.42304,10.057
0.58975,1.42304,10.057
0.59,1.42337,10.057
0.59025,1.42337,10.057
0.5905,1.42337,10.057
0.59075,1.42337,10.057
0.591,1.42304,10.057
0.59125,1.42304,10.0607
0.5915,1.42304,10.0607
0.59175,1.42337,10.0607
0.592,1.42337,10.0607
0.59225,1.42337,10.0607
0.5925,1.42337,10.0607
0.59275,1.42337,10.0607
0.593,1.42337,10.0607
0.59325,1.42337,10.0607
0.5935,1.42337,10.0607
0.59375,1.42304,10.0607
0.594,1.42337,10.0645
0.59425,1.42337,10.0645
0.5945,1.42337,10.0645
0.59475,1.42304,10.0645
0.595,1.42337,10.0645
0.59525,1.42304,10.0645
0.5955,1.42304,10.0645
0.59575,1.42337,10.0645
0.596,1.42304,10.0645
0.59625,1.42337,10.0682
0.5965,1.42337,10.0682
0.59675,1.42337,10.0645
0.597,1.42337,10.0682
0.59725,1.42337,10.0682
0.5975,1.42304,10.0682
0.59775,1.42337,10.0682
0.598,1.42337,10.0682
0.59825,1.42337,10.0682
0.5985,1.42304,10.0682
0.59875,1.42337,10.0682
0.599,1.42337,10.0682
0.59925,1.42337,10.0682
0.5995,1.42337,10.072
0.59975,1.42337,10.072
0.6,1.42337,10.072
0.60025,1.42337,10.072
0.6005,1.42337,10.072
0.60075,1.42337,10.072
0.601,1.42337,10.072
0.60125,1.42337,10.072
0.6015,1.42337,10.072
0.60175,1.42337,10.0758
0.602,1.48084,9.71888
0.60225,1.8008,7.51
0.6025,1.80013,7.51375
0.60275,1.79946,7.51751
0.603,1.79879,7.51751
0.60325,1.79845,7.51751
0.6035,1.79812,7.52127
0.60375,1.79744,7.52127
0.604,1.79711,7.52127
0.60425,1.79677,7.52127
0.6045,1.79644,7.52502
0.60475,1.7961,7.52502
0.605,1.79576,7.52502
0.60525,1.79543,7.52878
0.6055,1.79509,7.52878
0.60575,1.79475,7.52878
0.606,1.79475,7.53254
0.60625,1.79442,7.53254
0.6065,1.79375,7.53254
0.60675,1.79341,7.53629
0.607,1.79341,7.53629
0.60725,1.79307,7.53629
0.6075,1.79274,7.53629
0.60775,1.7924,7.54005
0.608,1.79207,7.54005
0.60825,1.79173,7.54005
0.6085,1.79139,7.54005
0.60875,1.79106,7.54381
0.609,1.79106,7.54381
0.60925,1.79072,7.54381
0.6095,1.79039,7.54756
0.60975,1.79005,7.54756
0.61,1.78971,7.55132
0.61025,1.78938,7.55132
0.6105,1.78938,7.55132
0.61075,1.78871,7.55132
0.611,1.78871,7.55132
0.61125,1.78837,7.55508
0.6115,1.78803,7.55508
0.61175,1.78803,7.55508
0.612,1.7877,7.55508
0.61225,1.78736,7.55883
0.6125,1.78702,7.55883
0.61275,1.78669,7.55883
0.613,1.78635,7.56259
0.61325,1.78635,7.56259
0.6135,1.78602,7.56259
0.61375,1.78568,7.56259
0.614,1.78534,7.56635
0.61425,1.78501,7.56635
0.6145,1.78467,7.56635
0.61475,1.78434,7.5701
0.615,1.78434,7.5701
0.61525,1.784,7.57386
0.6155,1.78366,7.57386
0.61575,1.78333,7.57386
0.616,1.78299,7.57386
0.61625,1.78266,7.57762
0.6165,1.78266,7.57762
0.61675,1.78232,7.57762
0.617,1.78198,7.57762
0.61725,1.78165,7.58137
0.6175,1.78165,7.58137
0.61775,1.78131,7.58513
0.618,1.78098,7.58513
0.61825,1.78064,7.58513
0.6185,1.7803,7.58513
0.61875,1.7803,7.58889
0.619,1.77997,7.58889
0.61925,1.77963,7.58889
0.6195,1.77929,7.58889
0.61975,1.77896,7.59264
0.62,1.77896,7.59264
0.62025,1.77862,7.59264
0.6205,1.77795,7.59264
0.62075,1.77795,7.5964
0.621,1.77761,7.5964
0.62125,1.77728,7.5964
0.6215,1.77694,7.5964
0.62175,1.77694,7.60015
0.622,1.77661,7.60015
0.62225,1.77627,7.60015
0.6225,1.77593,7.60391
0.62275,1.7756,7.60391
0.623,1.7756,7.60391
0.62325,1.77526,7.60767
0.6235,1.77493,7.60767
0.62375,1.77493,7.60767
0.624,1.77459,7.61142
0.62425,1.77425,7.61142
0.6245,1.77392,7.61142
0.62475,1.77358,7.61142
0.625,1.77324,7.61518
0.62525,1.77324,7.61518
0.6255,1.77291,7.61518
0.62575,1.77257,7.61894
0.626,1.77224,7.61894
0.62625,1.77224,7.61894
0.6265,1.7719,7.62269
0.62675,1.77156,7.62269
0.627,1.77156,7.62269
0.62725,1.77123,7.62269
0.6275,1.77089,7.62645
0.62775,1.77056,7.62645
0.628,1.77022,7.62645
0.62825,1.76988,7.62645
0.6285,1.76988,7.63021
0.62875,1.76955,7.63021
0.629,1.76921,7.63021
0.62925,1.76921,7.63396
0.6295,1.76888,7.63396
0.62975,1.7682,7.63396
0.63,1.7682,7.63772
0.63025,1.76787,7.63772
0.6305,1.76787,7.63772
0.63075,1.76753,7.63772
0.631,1.7672,7.64148
0.63125,1.76686,7.64148
0.6315,1.76652,7.64148
0.63175,1.76652,7.64148
0.632,1.76619,7.64523
0.63225,1.76585,7.64523
0.6325,1.76551,7.64523
0.63275,1.76551,7.64899
0.633,1.76518,7.64899
0.63325,1.76484,7.64899
0.6335,1.76484,7.64899
0.63375,1.76451,7.65275
0.634,1.76417,7.65275
0.63425,1.76417,7.65275
0.6345,1.76383,7.6565
0.63475,1.7635,7.6565
0.635,1.7635,7.66026
0.63525,1.76316,7.6565
0.6355,1.76283,7.66026
0.63575,1.76283,7.66402
0.636,1.76249,7.66026
0.63625,1.76215,7.66402
0.6365,1.76182,7.66402
0.63675,1.76148,7.66402
0.637,1.76148,7.66777
0.63725,1.76115,7.66777
0.6375,1.76081,7.66777
0.63775,1.76081,7.67153
0.638,1.76047,7.67153
0.63825,1.76014,7.67153
0.6385,1.7598,7.67529
0.63875,1.7598,7.67529
0.639,1.75947,7.67529
0.63925,1.75913,7.67904
0.6395,1.75879,7.67904
0.63975,1.75879,7.67904
0.64,1.75846,7.6828
0.64025,1.75812,7.6828
0.6405,1.75812,7.6828
0.64075,1.75778,7.6828
0.641,1.75745,7.6828
0.64125,1.75711,7.68656
0.6415,1.75678,7.68656
0.64175,1.75678,7.68656
0.642,1.75644,7.68656
0.64225,1.7561,7.69031
0.6425,1.75577,7.69031
0.64275,1.75577,7.69031
0.643,1.75543,7.69031
0.64325,1.7551,7.69407
0.6435,1.75476,7.69407
0.64375,1.75476,7.69783
0.644,1.75442,7.69783
0.64425,1.75409,7.69783
0.6445,1.75409,7.69783
0.64475,1.75375,7.69783
0.645,1.75342,7.70158
0.64525,1.75342,7.70158
0.6455,1.75308,7.70158
0.64575,1.75274,7.70534
0.646,1.75241,7.70534
0.64625,1.75207,7.70534
0.6465,1.75207,7.7091
0.64675,1.75174,7.7091
0.647,1.7514,7.71285
0.64725,1.7514,7.71285
0.6475,1.75106,7.71285
0.64775,1.75073,7.71285
0.648,1.75039,7.71661
0.64825,1.75039,7.71661
0.6485,1.75005,7.71661
0.64875,1.74972,7.72037
0.649,1.74972,7.72037
0.64925,1.74938,7.72412
0.6495,1.74938,7.72412
0.64975,1.74905,7.72412
0.65,1.74871,7.72412
0.65025,1.74837,7.72788
0.6505,1.74837,7.72788
0.65075,1.74804,7.73164
0.651,1.7477,7.73164
0.65125,1.74737,7.73164
0.6515,1.74737,7.73164
0.65175,1.74703,7.73164
0.652,1.74669,7.73539
0.65225,1.74669,7.73539
0.6525,1.74636,7.73539
0.65275,1.74602,7.73915
0.653,1.74602,7.73915
0.65325,1.74569,7.74291
0.6535,1.74535,7.74291
0.65375,1.74535,7.74291
0.654,1.74501,7.74291
0.65425,1.74501,7.74666
0.6545,1.74468,7.74666
0.65475,1.74434,7.74666
0.655,1.74434,7.75042
0.65525,1.744,7.75042
0.6555,1.74367,7.75042
0.65575,1.74367,7.75042
0.656,1.74333,7.75418
0.65625,1.74333,7.75418
0.6565,1.743,7.75793
0.65675,1.74266,7.75793
0.657,1.74232,7.75793
0.65725,1.74232,7.75793
0.6575,1.74199,7.76169
0.65775,1.74165,7.76169
0.658,1.74132,7.76169
0.65825,1.74132,7.76545
0.6585,1.74098,7.76545
0.65875,1.74098,7.76545
0.659,1.74064,7.7692
0.65925,1.74031,7.7692
0.6595,1.74031,7.7692
0.65975,1.73997,7.77296
0.66,1.73964,7.77296
0.66025,1.73964,7.77296
0.6605,1.7393,7.77672
0.66075,1.7393,7.77672
0.661,1.73896,7.77672
0.66125,1.73863,7.77672
0.6615,1.73829,7.78047
0.66175,1.73829,7.78423
0.662,1.73762,7.78047
0.66225,1.73762,7.78423
0.6625,1.73762,7.78423
0.66275,1.73728,7.78799
0.663,1.73695,7.78799
0.66325,1.73661,7.79174
0.6635,1.73627,7.79174
0.66375,1.73627,7.79174
0.664,1.73594,7.79174
0.66425,1.7356,7.79174
0.6645,1.73527,7.7955
0.66475,1.73527,7.7955
0.665,1.73493,7.79926
0.66525,1.73493,7.79926
0.6655,1.73459,7.80301
0.66575,1.73426,7.80301
0.666,1.73392,7.80301
0.66625,1.73392,7.80677
0.6665,1.73359,7.80677
0.66675,1.73325,7.80677
0.667,1.73325,7.80677
0.66725,1.73291,7.81052
0.6675,1.73258,7.81052
0.66775,1.73258,7.81428
0.668,1.73224,7.81428
0.66825,1.73191,7.81428
0.6685,1.73191,7.81804
0.66875,1.73157,7.81804
0.669,1.73123,7.81804
0.66925,1.73123,7.82179
0.6695,1.7309,7.82179
0.66975,1.7309,7.82555
0.67,1.73023,7.82555
0.67025,1.73023,7.82555
0.6705,1.72989,7.82931
0.67075,1.72989,7.82931
0.671,1.72955,7.82931
0.67125,1.72922,7.82931
0.6715,1.72888,7.83306
0.67175,1.72888,7.83306
0.672,1.72854,7.83306
0.67225,1.72821,7.83682
0.6725,1.72821,7.83682
0.67275,1.72821,7.84058
0.673,1.72787,7.84058
0.67325,1.72754,7.84058
0.6735,1.7272,7.84058
0.67375,1.72686,7.84433
0.674,1.72686,7.84433
0.67425,1.72653,7.84809
0.6745,1.72653,7.84809
0.67475,1.72619,7.84809
0.675,1.72586,7.84809
0.67525,1.72552,7.85185
0.6755,1.72552,7.85185
0.67575,1.72518,7.8556
0.676,1.72518,7.8556
0.67625,1.72485,7.8556
0.6765,1.72451,7.85936
0.67675,1.72418,7.85936
0.677,1.72384,7.85936
0.67725,1.72384,7.86312
0.6775,1.7235,7.86312
0.67775,1.7235,7.86312
0.678,1.72317,7.86687
0.67825,1.72283,7.86687
0.6785,1.72283,7.86687
0.67875,1.7225,7.87063
0.679,1.72216,7.87063
0.67925,1.72216,7.87063
0.6795,1.72216,7.87063
0.67975,1.72182,7.87063
0.68,1.72149,7.87439
0.68025,1.72115,7.87439
0.6805,1.72115,7.87814
0.68075,1.72081,7.87814
0.681,1.72081,7.8819
0.68125,1.72048,7.8819
0.6815,1.72014,7.8819
0.68175,1.72014,7.88566
0.682,1.71981,7.88566
0.68225,1.71947,7.88566
0.6825,1.71947,7.88566
0.68275,1.71913,7.88941
0.683,1.7188,7.88941
0.68325,1.71846,7.88941
0.6835,1.71846,7.89317
0.68375,1.71813,7.89317
0.684,1.71779,7.89693
0.68425,1.71779,7.89693
0.6845,1.71745,7.89693
0.68475,1.71712,7.90068
0.685,1.71712,7.90068
0.68525,1.71678,7.90068
0.6855,1.71645,7.90444
0.68575,1.71645,7.90444
0.686,1.71611,7.9082
0.68625,1.71577,7.9082
0.6865,1.71544,7.91195
0.68675,1.71544,7.91195
0.687,1.7151,7.91195
0.68725,1.71476,7.91195
0.6875,1.71476,7.91571
0.68775,1.71443,7.91947
0.688,1.71443,7.91947
0.68825,1.71409,7.91947
0.6885,1.71376,7.92322
0.68875,1.71376,7.92322
0.689,1.71342,7.92322
0.68925,1.71308,7.92698
0.6895,1.71308,7.93074
0.68975,1.71275,7.93074
0.69,1.71241,7.93074
0.69025,1.71208,7.93074
0.6905,1.71174,7.93449
0.69075,1.71174,7.93449
0.691,1.7114,7.93449
0.69125,1.7114,7.93825
0.6915,1.71107,7.93825
0.69175,1.71073,7.93825
0.692,1.7104,7.94201
0.69225,1.7104,7.94201
0.6925,1.71006,7.94201
0.69275,1.70972,7.94576
0.693,1.70939,7.94576
0.69325,1.70939,7.94952
0.6935,1.70905,7.94952
0.69375,1.70905,7.94952
0.694,1.70872,7.95328
0.69425,1.70838,7.95328
0.6945,1.70804,7.95703
0.69475,1.70771,7.95703
0.695,1.70771,7.95703
0.69525,1.70771,7.96079
0.6955,1.70737,7.96079
0.69575,1.7067,7.96455
0.696,1.7067,7.96455
0.69625,1.70636,7.96455
0.6965,1.70636,7.9683
0.69675,1.70603,7.9683
0.697,1.70569,7.97206
0.69725,1.70535,7.97206
0.6975,1.70535,7.97582
0.69775,1.70535,7.97582
0.698,1.70502,7.97957
0.69825,1.70468,7.97957
0.6985,1.70435,7.97957
0.69875,1.70401,7.97957
0.699,1.70401,7.98333
0.69925,1.70367,7.98709
0.6995,1.70367,7.98709
0.69975,1.70334,7.98709
0.7,1.703,7.98709
0.70025,1.70267,7.99084
0.7005,1.70267,7.9946
0.70075,1.70233,7.9946
0.701,1.70199,7.9946
0.70125,1.70166,7.99836
0.7015,1.70166,7.99836
0.70175,1.70132,8.00211
0.702,1.70099,8.00211
0.70225,1.70065,8.00587
0.7025,1.70065,8.00587
0.70275,1.70031,8.00587
0.703,1.70031,8.00963
0.70325,1.69998,8.00963
0.7035,1.69964,8.01338
0.70375,1.6993,8.01338
0.704,1.6993,8.01714
0.70425,1.69897,8.02089
0.7045,1.69863,8.02089
0.70475,1.69863,8.02089
0.705,1.6983,8.02465
0.70525,1.69796,8.02465
0.7055,1.69762,8.02841
0.70575,1.69762,8.02841
0.706,1.69729,8.03216
0.70625,1.69695,8.03216
0.7065,1.69662,8.03592
0.70675,1.69662,8.03592
0.707,1.69628,8.03968
0.70725,1.69594,8.03968
0.7075,1.69561,8.04343
0.70775,1.69527,8.04343
0.708,1.69527,8.04719
0.70825,1.69494,8.04719
0.7085,1.6946,8.05095
0.70875,1.69426,8.05095
0.709,1.69393,8.0547
0.70925,1.69393,8.0547
0.7095,1.69359,8.05846
0.70975,1.69326,8.05846
0.71,1.69292,8.06222
0.71025,1.69258,8.06222
0.7105,1.69225,8.06597
0.71075,1.69225,8.06597
0.711,1.69191,8.06973
0.71125,1.69157,8.06973
0.7115,1.69124,8.07349
0.71175,1.6909,8.07349
0.712,1.69057,8.07724
0.71225,1.69057,8.081
0.7125,1.69023,8.081
0.71275,1.68989,8.081
0.713,1.68956,8.08476
0.71325,1.68922,8.08476
0.7135,1.68889,8.08851
0.71375,1.68889,8.09227
0.714,1.68855,8.09227
0.71425,1.68821,8.09603
0.7145,1.68788,8.09603
0.71475,1.68754,8.09978
0.715,1.68721,8.10354
0.71525,1.68721,8.10354
0.7155,1.68653,8.1073
0.71575,1.68653,8.1073
0.716,1.6862,8.11105
0.71625,1.68586,8.11105
0.7165,1.68552,8.11481
0.71675,1.68519,8.11857
0.717,1.68485,8.11857
0.71725,1.68452,8.12232
0.7175,1.68418,8.12608
0.71775,1.68384,8.12608
0.718,1.68351,8.12984
0.71825,1.68317,8.12984
0.7185,1.68284,8.13359
0.71875,1.6825,8.13735
0.719,1.68216,8.14111
0.71925,1.68183,8.14111
0.7195,1.68149,8.14486
0.71975,1.68116,8.14862
0.72,1.68082,8.14862
0.72025,1.68048,8.15238
0.7205,1.68015,8.15613
0.72075,1.67948,8.15613
0.721,1.67914,8.15989
0.72125,1.6788,8.15989
0.7215,1.67847,8.16365
0.72175,1.67813,8.1674
0.722,1.67779,8.1674
0.72225,1.67746,8.17116
0.7225,1.67712,8.17492
0.72275,1.67679,8.17867
0.723,1.67611,8.18243
0.72325,1.67578,8.18619
0.7235,1.67544,8.18994
0.72375,1.67477,8.1937
0.724,1.67443,8.19746
0.72425,1.67376,8.20121
0.7245,1.67309,8.20497
0.72475,1.67275,8.20873
0.725,1.67208,8.21248
0.72525,1.67141,8.22
0.7255,1.67107,8.22375
0.72575,1.67006,8.23126
0.726,1.66906,8.23502
0.72625,1.66805,8.24253
0.7265,1.66704,8.2538
0.72675,1.66502,8.26883
0.727,1.61528,8.44539
0.72725,1.41766,8.9037
0.7275,1.41665,8.9037
0.72775,1.41665,8.9037
0.728,1.41699,8.9037
0.72825,1.41699,8.9037
0.7285,1.41699,8.9037
0.72875,1.41699,8.90745
0.729,1.41699,8.90745
0.72925,1.41699,8.90745
0.7295,1.41699,8.90745
0.72975,1.41699,8.90745
0.73,1.41699,8.90745
0.73025,1.41699,8.90745
0.7305,1.41699,8.91121
0.73075,1.41699,8.91121
0.731,1.41699,8.91121
0.73125,1.41699,8.91121
0.7315,1.41699,8.91121
0.73175,1.41699,8.91121
0.732,1.41699,8.91497
0.73225,1.41699,8.91121
0.7325,1.41699,8.91497
0.73275,1.41699,8.91497
0.733,1.41699,8.91497
0.73325,1.41699,8.91497
0.7335,1.41699,8.91497
0.73375,1.41699,8.91497
0.734,1.41699,8.91872
0.73425,1.41699,8.91872
0.7345,1.41699,8.91872
0.73475,1.41732,8.91872
0.735,1.41699,8.91872
0.73525,1.41699,8.91872
0.7355,1.41699,8.92248
0.73575,1.41699,8.91872
0.736,1.41699,8.91872
0.73625,1.41699,8.92248
0.7365,1.41699,8.92248
0.73675,1.41699,8.92248
0.737,1.41699,8.92248
0.73725,1.41699,8.92248
0.7375,1.41732,8.92624
0.73775,1.41732,8.92624
0.738,1.41699,8.92624
0.73825,1.41732,8.92624
0.7385,1.41699,8.92624
0.73875,1.41732,8.92624
0.739,1.41732,8.92624
0.73925,1.41732,8.92624
0.7395,1.41732,8.92624
0.73975,1.41699,8.92999
0.74,1.41732,8.92624
0.74025,1.41732,8.92999
0.7405,1.41732,8.92999
0.74075,1.41732,8.92999
0.741,1.41732,8.92999
0.74125,1.41699,8.92999
0.7415,1.41732,8.92999
0.74175,1.41732,8.93375
0.742,1.41732,8.93375
0.74225,1.41732,8.93375
0.7425,1.41732,8.93375
0.74275,1.41732,8.93375
0.743,1.41732,8.93751
0.74325,1.41732,8.93751
0.7435,1.41732,8.93751
0.74375,1.41732,8.93751
0.744,1.41732,8.93751
0.74425,1.41732,8.93751
0.7445,1.41732,8.93751
0.74475,1.41732,8.94126
0.745,1.41732,8.94126
0.74525,1.41732,8.94126
0.7455,1.41732,8.94126
0.74575,1.41732,8.94126
0.746,1.41732,8.94126
0.74625,1.41732,8.94126
0.7465,1.41732,8.94126
0.74675,1.41732,8.94502
0.747,1.41732,8.94502
0.74725,1.41732,8.94502
0.7475,1.41732,8.94502
0.74775,1.41732,8.94502
0.748,1.41732,8.94502
0.74825,1.41732,8.94502
0.7485,1.41732,8.94502
0.74875,1.41732,8.94878
0.749,1.41732,8.94878
0.74925,1.41732,8.94878
0.7495,1.41732,8.94878
0.74975,1.41766,8.94878
0.75,1.41732,8.94878
0.75025,1.41732,8.94878
0.7505,1.41732,8.94878
0.75075,1.41732,8.95253
0.751,1.41732,8.95253
0.75125,1.41732,8.95253
0.7515,1.41732,8.95253
0.75175,1.41732,8.95253
0.752,1.41732,8.95253
0.75225,1.41732,8.95253
0.7525,1.41732,8.95629
0.75275,1.41732,8.95629
0.753,1.41732,8.95629
0.75325,1.41732,8.95629
0.7535,1.41732,8.95629
0.75375,1.41732,8.95629
0.754,1.41732,8.95629
0.75425,1.41766,8.96005
0.7545,1.41732,8.96005
0.75475,1.41732,8.96005
0.755,1.41732,8.96005
0.75525,1.41732,8.96005
0.7555,1.41732,8.96005
0.75575,1.41732,8.96005
0.756,1.41732,8.9638
0.75625,1.41732,8.9638
0.7565,1.41732,8.9638
0.75675,1.41732,8.9638
0.757,1.41732,8.9638
0.75725,1.41732,8.9638
0.7575,1.41732,8.9638
0.75775,1.41732,8.9638
0.758,1.41732,8.9638
0.75825,1.41732,8.96756
0.7585,1.41766,8.96756
0.75875,1.41732,8.96756
0.759,1.41732,8.96756
0.75925,1.41766,8.97132
0.7595,1.41732,8.97132
0.75975,1.41766,8.97132
0.76,1.41732,8.97132
